"","Cust_ID","Dwelling","LengthRes","HomeCode","HomeValue","IncCode","AgeCode","Child0_2","Child3_5","Child6_11","Child12_16","Child17_18","FirstChannel","Email","OccupCd","Travel","CurrAff","CurrEv","Wines","FineArts","Exercise","SelfHelp","Collect","Needle","Sewing","DogOwner","CarOwner","Cooking","Pets","Fashion","Camping","Hunting","Boating"
"11492",47027728,1,17,2,0,5,5,2,2,2,2,2,1,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"11496",47036388,1,9,2,0,6,3,2,2,2,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11497",47039713,1,20,2,0,1,7,2,2,2,2,2,1,0,14,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0
"11501",47046925,1,11,2,0,7,4,2,2,2,2,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11505",47050065,1,14,2,72000,7,5,2,3,2,2,2,3,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"11506",47050656,1,20,2,57000,9,4,2,2,2,2,2,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
"11510",47056798,1,20,2,108000,6,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11512",47057579,1,15,2,103000,7,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11513",47057890,1,20,2,118000,4,7,2,2,2,2,2,1,0,14,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"11514",47058574,1,6,2,0,9,5,3,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11516",47061651,1,20,2,0,5,3,2,2,2,2,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11517",47062369,1,20,2,65000,9,5,2,2,2,2,3,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11520",47069605,1,20,2,0,3,6,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11521",47071261,1,12,2,0,9,7,2,2,3,3,2,3,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"11526",47079723,1,20,2,0,3,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11528",47088224,1,18,2,43000,8,5,2,2,2,2,2,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0
"11533",47106490,2,13,2,47000,6,4,2,2,2,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"11534",47108259,1,20,2,98000,9,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11537",47109517,1,5,2,0,9,6,2,2,2,2,2,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"11538",47111949,1,8,2,0,8,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11541",47115263,1,20,2,0,5,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"11542",47115810,1,10,2,60000,6,5,2,2,2,2,2,3,0,7,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"11548",47128069,1,20,2,82000,7,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"11566",47148150,1,4,2,0,9,5,2,2,2,2,2,1,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11567",47148835,1,20,2,0,9,7,2,2,2,2,2,1,0,15,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"11568",47148916,2,17,2,105000,6,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11569",47153084,1,9,2,0,4,6,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11573",47154845,1,18,2,107000,9,4,2,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11575",47159847,1,20,2,155000,6,7,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11584",47168704,1,20,2,22000,7,5,2,2,2,2,3,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"11586",47169528,2,2,2,0,8,5,2,2,2,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"11591",47176788,1,9,2,0,8,6,2,2,2,2,2,1,0,14,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"11595",47179631,1,20,2,0,1,7,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11608",47186948,1,20,2,0,5,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"11609",47187086,1,7,2,0,7,6,2,2,2,2,2,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"11611",47188893,1,18,2,35000,6,5,2,2,2,2,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"11614",47190138,1,14,2,80000,4,6,2,2,2,2,2,3,0,5,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"11620",47196514,1,8,2,70000,7,5,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11626",47211315,1,9,2,0,8,5,2,2,2,2,2,3,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"11627",47212336,1,20,2,130000,3,7,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11631",47221336,1,15,2,97000,5,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11632",47223698,1,20,2,0,5,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11635",47225736,1,18,2,0,6,5,2,2,3,2,2,2,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0
"11646",47242205,1,20,2,60000,7,5,2,2,2,2,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"11651",47253345,1,20,2,0,3,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11653",47257394,1,20,2,0,4,7,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"11654",47257906,1,20,2,57000,9,5,2,2,2,2,2,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11659",47271827,1,9,2,0,6,3,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"11661",47275999,1,16,2,75000,9,5,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11663",47281468,1,20,2,70000,3,7,2,2,2,3,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11666",47284726,1,20,2,90000,5,7,2,2,2,2,2,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11671",47288536,1,11,2,81000,5,5,2,2,2,3,2,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
"11672",47290365,1,20,2,115000,6,7,2,2,2,2,2,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"11680",47306801,1,20,2,0,1,7,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11686",47323623,1,16,2,309000,3,6,2,2,2,2,2,3,1,15,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
"11689",47324224,1,6,2,0,9,6,2,2,2,2,2,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11690",47324820,1,12,2,0,9,4,2,2,2,3,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"11692",47325959,1,15,2,296000,9,4,2,2,2,3,3,1,0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"11699",47331400,1,8,2,0,9,3,2,2,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11701",47333658,1,20,2,158000,9,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11702",47333786,1,20,2,139000,8,5,2,2,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11725",47358375,1,18,2,0,1,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11727",47363948,1,13,2,80000,9,3,2,3,3,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"11738",47377429,1,20,2,99000,7,5,2,2,2,2,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
"11746",47392775,1,20,2,0,6,5,2,2,2,2,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11754",47407523,1,20,2,0,3,4,2,2,2,2,2,2,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0
"11755",47408115,1,20,2,0,4,7,2,2,2,2,2,3,0,7,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
"11767",47427776,1,20,2,151000,4,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11768",47427784,1,17,2,0,8,5,2,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"11779",47438239,1,17,2,132000,9,4,2,2,3,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"11782",47438788,1,10,2,146000,7,5,2,2,2,2,2,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"11788",47445692,1,7,2,0,7,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"11793",47451427,1,20,2,0,9,7,2,2,2,2,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"11795",47453429,1,20,2,0,8,7,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11804",47470178,1,16,2,164000,9,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11808",47471449,1,6,2,0,9,4,2,2,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11809",47471847,1,20,2,0,5,5,2,2,2,2,2,3,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"11810",47472595,1,20,2,0,8,7,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11819",47478981,1,3,2,0,9,3,2,2,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11827",47485258,1,13,2,80000,9,4,2,2,2,3,2,2,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"11834",47494266,1,8,2,0,9,5,2,2,2,2,2,1,0,5,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
"11839",47497038,1,16,2,0,9,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11840",47501471,2,17,2,0,3,4,2,2,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"11842",47504189,1,16,2,0,7,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"11847",47508937,1,12,2,0,6,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11856",47518453,1,11,2,0,4,6,2,2,2,2,2,3,0,6,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0
"11859",47519088,1,7,2,0,1,6,2,2,2,2,2,3,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11868",47532058,1,20,2,96000,3,7,2,2,2,2,2,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11870",47538732,1,20,2,0,3,6,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11879",47561429,1,20,2,0,1,6,2,2,2,2,2,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"11890",47588779,1,12,2,0,9,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11894",47591546,1,20,2,114000,7,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11897",47595887,1,1,2,0,9,5,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11903",47601101,1,20,2,119000,6,5,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"11906",47612149,1,20,2,129000,1,5,2,2,2,2,2,1,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
"11909",47617835,1,14,2,200000,9,4,2,2,2,3,3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0
"11914",47619075,1,20,2,204000,3,6,2,2,2,2,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"11922",47631309,1,20,2,118000,6,4,2,2,2,3,3,2,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"11924",47632755,1,20,2,0,5,7,2,2,2,2,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"11935",47657249,1,8,2,0,7,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11939",47663832,1,18,2,0,7,5,2,2,2,2,2,3,0,5,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"11941",47672122,1,20,2,0,2,7,2,2,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
"11942",47672659,1,16,2,0,7,5,2,2,2,2,2,1,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
"11944",47680367,1,13,2,0,9,6,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"11958",47704022,1,20,2,82000,7,7,2,2,2,2,2,3,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"11959",47704527,1,20,2,76000,3,6,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11963",47710272,1,9,2,138000,7,3,2,2,2,2,2,3,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"11964",47710847,1,3,2,0,7,6,2,2,2,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"11967",47713758,1,10,2,88000,6,5,2,2,2,2,3,1,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"11969",47714312,1,17,2,105000,7,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11970",47716532,1,9,2,0,3,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11975",47722728,1,20,2,45000,6,5,2,2,2,2,2,3,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
"11979",47728755,1,20,2,0,1,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11982",47734014,1,19,2,62000,8,4,2,2,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12002",47777392,1,13,2,0,6,5,2,2,2,2,2,2,1,7,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"12013",47787266,1,5,2,0,6,5,2,2,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"12015",47790368,1,7,2,0,8,3,2,2,3,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"12022",47801194,1,18,2,0,1,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12036",47818485,1,5,2,0,6,3,2,2,2,2,2,3,0,5,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0
"12049",47846981,2,8,2,0,7,3,2,2,2,2,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12050",47848315,1,20,2,148000,4,6,2,2,2,2,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12071",47864838,1,20,2,0,6,4,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12073",47865527,1,20,2,112000,3,6,2,2,2,2,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12075",47867985,1,20,2,135000,3,7,2,2,2,2,2,1,0,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12081",47870627,1,11,2,0,9,4,2,2,2,2,2,2,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"12088",47872607,1,16,2,0,6,7,2,2,2,2,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12090",47873644,3,2,1,0,2,7,2,2,2,2,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12095",47880763,1,17,2,142000,6,5,2,2,2,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0
"12097",47881102,1,20,2,144000,4,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"12108",47892903,1,20,2,113000,7,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12110",47904312,1,14,2,96000,6,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12111",47909319,1,8,2,0,6,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12122",47926528,1,20,2,88000,7,4,2,2,2,2,2,3,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0
"12123",47926744,1,19,2,0,5,6,2,2,2,3,2,1,0,5,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"12128",47940481,1,18,2,64000,6,6,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"12129",47941169,1,20,2,51000,3,4,2,2,2,2,2,1,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"12131",47957032,1,12,2,0,1,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12133",47962006,1,20,2,0,4,6,2,2,2,2,2,1,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"12139",47964171,1,9,2,0,6,4,2,2,2,2,2,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
"12140",47965290,1,20,2,116000,7,5,2,2,2,2,2,2,1,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"12144",47972948,1,20,2,81000,7,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12146",47980343,1,9,2,0,9,6,2,2,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"12149",47987661,1,15,2,186000,9,6,2,2,2,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12159",48004525,1,9,2,0,4,6,2,2,2,2,2,1,0,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"12168",48028645,1,16,2,81000,9,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"12170",48031125,4,2,2,0,3,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12175",48036257,1,16,2,88000,8,4,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"12183",48044854,1,6,2,0,8,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12186",48051218,1,14,2,67000,5,3,2,2,2,2,2,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"12189",48065974,1,17,2,0,6,5,2,2,2,2,2,1,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"12195",48072709,1,20,2,127000,1,7,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12200",48079023,1,14,2,105000,8,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12202",48082993,1,10,2,0,9,5,2,2,2,3,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12210",48095039,1,13,2,0,8,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"12214",48111449,1,12,2,0,6,3,2,2,3,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"12215",48112244,1,20,2,99000,9,5,2,2,2,2,3,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"12218",48117943,1,20,2,102000,8,5,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12227",48137999,1,6,2,0,6,7,2,2,2,2,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"12231",48156480,1,15,2,0,4,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12233",48159205,1,20,2,0,4,6,2,2,2,2,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12244",48179804,1,20,2,0,8,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12245",48181661,2,20,2,105000,6,5,2,2,2,2,2,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"12247",48183745,4,16,2,199000,1,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12259",48195904,1,20,2,139000,9,5,2,2,2,2,2,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12260",48196187,1,20,2,134000,7,5,2,2,2,2,2,2,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0
"12261",48196574,4,17,2,0,6,7,2,2,2,2,2,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0
"12266",48206013,1,20,2,0,4,7,2,2,2,2,2,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12270",48208760,1,11,2,93000,9,5,2,2,2,2,2,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
"12287",48235440,1,20,2,70000,9,4,2,2,2,2,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12290",48239230,2,17,2,0,8,4,2,2,2,2,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12291",48239963,1,7,2,0,9,4,2,2,3,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12300",48257714,1,20,2,163000,6,2,2,2,2,3,2,1,0,7,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0
"12305",48272160,1,7,2,0,7,6,2,2,2,2,2,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0
"12314",48281230,1,13,2,0,5,3,2,2,2,3,3,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
"12326",48301156,1,7,2,125000,9,4,2,2,2,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12327",48302593,1,20,2,138000,6,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12338",48312111,1,20,2,160000,7,5,2,2,2,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"12339",48312166,2,17,2,157000,9,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12342",48314053,1,5,2,158000,7,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12344",48317882,2,18,2,0,7,4,2,2,2,2,2,3,0,6,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
"12353",48328918,1,20,2,0,9,5,2,2,2,2,2,1,0,5,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0
"12359",48342559,1,9,2,0,9,7,2,3,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12360",48342844,1,11,2,0,7,3,2,2,2,2,2,1,0,8,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0
"12377",48379369,1,20,2,141000,5,6,2,2,2,2,2,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"12379",48380684,1,12,2,129000,8,5,2,2,2,2,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
"12387",48395855,1,20,2,90000,6,5,2,2,2,2,2,1,1,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"12393",48414556,1,3,2,0,7,4,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12399",48429519,2,11,2,103000,9,4,2,2,2,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"12404",48442776,1,19,2,0,3,7,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12407",48449967,1,15,2,111000,6,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
