"","Cust_ID","Dwelling","LengthRes","HomeCode","HomeValue","IncCode","AgeCode","Child0_2","Child3_5","Child6_11","Child12_16","Child17_18","FirstChannel","Email","OccupCd","Travel","CurrAff","CurrEv","Wines","FineArts","Exercise","SelfHelp","Collect","Needle","Sewing","DogOwner","CarOwner","Cooking","Pets","Fashion","Camping","Hunting","Boating"
"56609",76269689,1,9,2,0,4,3,2,2,2,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56612",76269843,1,12,2,175000,9,4,2,2,2,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56619",76270389,1,9,2,0,5,3,2,2,3,3,2,3,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0
"56620",76270462,1,7,2,0,9,3,2,2,3,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"56628",76271178,1,20,2,0,6,6,2,2,2,2,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56631",76271346,1,20,2,111000,4,6,2,2,2,2,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56660",76274841,1,18,2,112000,5,4,2,2,2,3,3,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"56664",76274969,1,19,2,0,7,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56672",76275383,1,2,2,0,7,4,3,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56677",76275780,1,14,2,122000,8,3,2,2,2,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56685",76276517,1,10,2,0,7,3,3,2,2,2,2,3,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
"56689",76276822,1,17,2,0,7,5,2,2,3,2,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56694",76277134,1,20,2,133000,6,7,2,2,2,2,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56700",76277909,1,20,2,0,5,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56704",76278102,1,20,2,0,5,6,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56713",76278851,1,14,2,145000,5,4,2,2,2,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56714",76278875,1,17,2,91000,6,4,2,2,2,3,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"56733",76280249,1,20,2,96000,6,6,2,2,2,3,2,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56736",76280369,1,17,2,94000,6,6,2,2,2,2,2,3,0,5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"56737",76280599,1,20,2,93000,9,5,2,2,2,2,2,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"56740",76280938,1,11,2,0,9,4,2,2,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56741",76280971,1,10,2,67000,7,4,2,2,2,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56742",76280985,1,7,2,97000,6,3,2,2,2,2,2,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56743",76281020,1,20,2,0,4,5,2,2,2,2,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56745",76281192,4,6,2,0,8,6,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"56747",76281714,1,13,2,106000,8,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56755",76282162,1,8,2,0,4,5,2,2,2,2,2,3,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"56792",76285383,1,20,2,0,1,7,2,2,2,2,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56793",76285597,1,6,2,0,1,7,2,2,2,2,2,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56794",76285678,1,12,2,81000,6,4,2,2,2,2,2,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"56795",76285704,1,12,2,113000,6,4,2,2,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"56803",76286071,1,3,2,0,6,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"56815",76287598,1,20,2,90000,4,6,2,2,2,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"56816",76287678,1,1,2,0,5,6,2,2,2,2,2,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"56818",76288007,1,10,2,115000,5,3,2,2,2,3,2,3,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"56821",76288325,1,20,2,76000,6,4,2,2,2,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56825",76288636,1,15,2,151000,4,6,2,2,2,2,2,3,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"56828",76288727,1,17,2,157000,7,3,2,3,3,2,2,3,0,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"56830",76289013,1,12,2,0,4,6,2,2,2,2,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56835",76289612,1,15,2,0,9,7,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56844",76290361,1,20,2,238000,8,5,2,2,2,2,3,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56846",76290644,2,20,2,0,9,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56847",76290740,1,2,2,0,9,3,2,2,2,2,2,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"56853",76291094,1,5,2,0,4,3,2,2,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"56860",76291909,1,15,2,93000,6,2,2,2,2,2,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56874",76292768,1,20,2,90000,7,4,2,2,3,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56887",76293732,1,20,2,71000,7,5,2,2,2,2,2,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"56889",76293772,1,8,2,0,3,4,2,2,2,2,2,3,0,8,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
"56898",76294491,1,13,2,119000,2,6,2,2,2,3,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56901",76294581,1,20,2,117000,6,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56910",76295245,1,17,2,63000,6,5,2,2,2,2,2,3,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
"56917",76295897,1,19,2,231000,9,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56926",76296147,1,20,2,0,9,4,2,2,2,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
"56928",76296251,1,2,2,0,8,4,2,2,2,2,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56938",76296904,1,8,2,0,9,4,2,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56941",76296980,1,20,2,130000,7,4,2,2,3,3,3,3,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
"56945",76297339,2,15,2,0,8,4,2,2,2,2,2,3,0,14,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"56949",76297509,2,16,2,138000,7,4,2,2,2,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"56980",76300618,1,14,2,0,2,4,2,2,2,2,2,3,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"57013",76311503,2,4,2,0,7,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57019",76313202,1,20,2,406000,8,5,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57035",76318014,1,20,2,0,1,3,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57052",76326013,1,20,2,87000,8,4,2,2,3,3,2,3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"57058",76326542,2,4,2,0,4,2,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57060",76327813,1,6,2,479000,9,4,2,2,2,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57063",76328707,1,20,2,197000,6,5,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57066",76330354,1,17,2,26000,6,5,2,2,2,2,2,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
"57072",76331391,1,2,2,0,7,4,2,2,2,3,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"57082",76337090,1,7,2,0,9,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57090",76339608,1,7,2,0,9,3,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57093",76340431,1,13,2,0,6,3,2,2,2,3,2,3,1,6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"57096",76340649,1,15,2,0,9,5,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57118",76350027,1,4,2,0,9,4,2,2,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57132",76354692,1,20,2,0,5,5,2,2,2,2,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"57137",76356003,1,15,2,309000,9,5,2,2,2,2,3,1,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"57145",76370076,1,3,2,0,6,3,2,2,2,2,2,2,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0
"57166",76382589,1,11,2,0,9,4,2,2,2,2,2,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"57179",76385137,1,6,2,0,9,4,2,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57182",76385263,1,19,2,0,6,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"57197",76386185,1,20,2,182000,7,6,2,2,2,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"57211",76387104,1,20,2,234000,7,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57223",76388279,1,19,2,200000,9,4,2,2,2,2,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"57226",76388402,1,20,2,0,9,5,2,2,2,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57234",76389452,1,20,2,55000,6,5,2,2,3,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57237",76389536,1,20,2,0,6,6,2,2,2,2,2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"57238",76389659,1,13,2,51000,8,3,2,2,2,2,2,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"57250",76390732,1,20,2,155000,7,5,2,2,2,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57255",76391762,1,15,2,134000,9,5,2,2,2,2,2,3,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"57256",76392035,1,20,2,114000,8,4,2,2,2,3,3,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"57260",76392373,1,20,2,0,7,5,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57269",76393595,1,12,2,0,4,7,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57271",76393803,1,20,2,90000,5,5,2,2,2,2,3,3,0,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"57275",76394196,1,20,2,146000,5,6,2,2,2,2,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57278",76394411,1,8,2,0,9,4,2,3,2,3,2,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57279",76394420,1,12,2,0,9,5,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57280",76394448,1,20,2,132000,7,5,2,2,2,2,3,3,0,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
"57283",76394662,1,7,2,0,7,4,2,2,2,2,2,3,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"57286",76394784,1,6,2,196000,7,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57295",76395222,1,6,2,0,3,6,2,2,2,2,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57297",76395562,1,7,2,0,6,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57302",76395940,1,18,2,0,8,4,2,2,3,3,2,3,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"57309",76396562,1,20,2,0,6,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57315",76397088,1,8,2,151000,7,4,2,2,2,3,2,3,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"57316",76397188,1,13,2,100000,1,6,2,2,2,2,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57319",76397262,1,6,2,80000,6,4,2,2,2,3,2,3,0,5,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0
"57320",76397345,1,8,2,0,5,5,2,2,2,2,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57326",76397892,1,10,2,211000,9,6,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57332",76398131,1,20,2,76000,9,4,2,2,2,2,2,3,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
"57340",76398709,2,11,2,128000,6,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57348",76398960,1,11,2,93000,9,3,2,2,2,3,2,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"57350",76399076,1,20,2,93000,4,5,2,2,2,2,2,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57351",76399127,1,13,2,80000,6,6,2,2,2,2,2,3,0,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"57352",76399155,2,19,2,87000,8,4,2,2,2,2,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"57354",76399419,1,15,2,104000,9,4,2,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57357",76399514,1,20,2,105000,8,5,2,2,2,2,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"57364",76399871,1,20,2,67000,6,5,2,2,2,2,3,3,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"57369",76400671,1,10,2,99000,6,3,2,2,2,2,2,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"57372",76400915,1,20,2,74000,6,5,2,2,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57377",76401419,1,13,2,185000,9,5,3,3,3,2,2,3,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"57378",76401579,1,20,2,164000,7,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57385",76402287,1,20,2,45000,5,5,2,2,2,2,2,3,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
"57388",76402720,1,20,2,81000,4,5,2,2,2,2,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57398",76403503,1,16,2,185000,7,5,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57399",76403591,3,13,1,0,5,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"57409",76404337,1,15,2,130000,8,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57411",76404437,1,13,2,102000,6,5,2,2,2,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57415",76404808,1,20,2,35000,6,4,2,2,2,2,3,3,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"57417",76404891,1,12,2,61000,6,4,2,2,2,2,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57420",76405111,1,6,2,0,9,5,2,2,2,2,2,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"57423",76405288,1,5,2,0,9,4,2,2,2,2,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"57424",76405354,1,20,2,0,5,5,2,2,2,2,2,3,0,8,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0
"57425",76405494,1,18,2,87000,6,2,3,2,3,2,2,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"57426",76405524,1,20,2,150000,7,5,2,2,2,2,2,3,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"57436",76406143,1,20,2,0,5,4,2,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57437",76406331,1,20,2,0,7,4,2,2,2,2,2,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"57438",76406396,1,20,2,85000,7,5,2,2,2,2,2,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57439",76406441,1,8,2,0,7,4,2,2,2,3,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57442",76406636,1,15,2,103000,7,5,2,2,2,3,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57443",76406646,1,14,2,0,8,5,2,2,2,3,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57456",76408419,1,5,2,0,9,4,2,2,2,2,2,3,0,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"57457",76408457,1,20,2,0,6,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"57459",76408479,1,4,2,0,9,4,2,2,2,2,3,3,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
"57464",76409029,1,7,2,0,6,4,2,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"57465",76409060,1,20,2,34000,6,4,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"57466",76409120,1,11,2,0,6,4,2,2,2,2,2,3,0,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"57491",76410576,1,14,2,0,4,6,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57505",76412033,1,20,2,509000,8,3,2,2,2,2,2,3,0,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"57513",76412835,1,12,2,98000,7,4,2,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57515",76412924,1,20,2,0,2,7,2,2,2,2,2,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57521",76413373,1,8,2,0,6,5,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57530",76413918,1,14,2,0,7,3,2,2,2,2,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57543",76420376,1,9,2,79000,6,3,2,2,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"57544",76420421,1,14,2,154000,9,4,2,2,2,2,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"57550",76425646,2,4,2,0,9,2,2,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"57551",76426256,1,20,2,175000,9,5,2,2,2,2,2,3,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"57577",76435527,1,4,2,0,5,5,2,2,2,2,2,3,1,6,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0
"57587",76439520,1,14,2,115000,6,5,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57598",76442671,1,16,2,0,5,5,2,2,2,2,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57602",76443580,1,20,2,103000,6,1,2,2,2,2,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
"57607",76444711,1,20,2,49000,4,5,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57608",76445256,1,2,2,0,6,4,2,2,2,3,3,2,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"57617",76448562,1,20,2,26000,8,4,2,2,2,2,3,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"57620",76450106,1,14,2,0,1,6,2,2,2,2,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57630",76455142,1,20,2,135000,7,4,2,2,2,2,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57653",76465618,1,14,2,288000,9,4,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57661",76469090,1,11,2,261000,6,5,2,2,2,2,3,2,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"57681",76481317,1,20,2,367000,9,4,2,2,3,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57692",76487230,1,20,2,154000,4,7,2,2,2,2,2,2,0,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"57694",76488672,1,9,2,130000,8,5,2,2,2,2,2,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1
"57703",76489785,1,19,2,40000,6,4,2,2,3,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57715",76493652,1,17,2,183000,7,5,2,2,2,2,2,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"57716",76493855,1,10,2,158000,5,3,2,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57719",76494039,1,3,1,0,6,2,2,2,2,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"57723",76494420,1,20,2,191000,6,4,2,2,2,2,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"57733",76495100,1,4,2,0,4,6,2,2,2,2,2,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"57740",76495615,1,20,2,191000,9,4,2,2,2,3,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57741",76495705,1,13,2,255000,5,7,2,2,2,2,2,3,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"57742",76495825,1,4,2,0,9,5,2,2,2,3,3,3,0,5,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"57744",76495970,1,11,2,174000,6,4,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57746",76496266,1,20,2,214000,8,5,2,2,2,2,2,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57754",76496769,1,15,2,0,7,4,2,2,2,3,2,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"57756",76496935,1,19,2,117000,5,4,2,2,2,2,2,3,0,8,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
"57759",76497117,1,20,2,0,9,7,2,2,2,2,2,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"57763",76497205,1,20,2,0,5,6,2,2,2,2,2,3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"57773",76497667,1,20,2,0,3,7,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57782",76498350,1,17,2,147000,8,4,2,2,2,3,2,3,0,5,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"57787",76498576,1,20,2,0,1,7,2,2,2,2,2,3,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57792",76499424,1,20,2,95000,5,6,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"57793",76499431,1,12,2,143000,6,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"57795",76499488,1,20,2,0,6,6,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
